image_id,transcriptions,original_labels,irish_labels,chinese_labels
209,When all of your friends make plans continuously and you don't have money to join them,not-misogyny,not-misogyny,not-misogyny
269,Muthu Kutti Just now Mall la movie pona Ticket 190rs parking charges 70rs aaguthu முதலில் இந்த நிலை மாறணும். #muthumc VERA LEVEL MEMES gt holidays Music SUBSCRIBE,not-misogyny,not-misogyny,not-misogyny
37,ANTI BIKILI MONEY IS INJURIOUS TO THE WORLD பிச்சைக்காரன் 2 SNEAK PEEK Money is injurious to the world. Summer 2023 Sneak Peek eh Apdi Nerupu Mari Irukku !,not-misogyny,not-misogyny,not-misogyny
1090,*ஓணத்துக்கு saree கட்டிருந்தன்ல. எப்படி டா இருந்துச்சு.... ~ஓணானுக்கு saree கட்டுன மாதிரி இருந்துச்சு டி... @m.siva_mc,misogyny,not-misogyny,misogyny
1179,video call in 1980s... AP International மீமண் டி video call in 2k...,misogyny,not-misogyny,not-misogyny
107,Muthu Kutti 11m When someone calls me while I am sleeping Naa free ah irukura apo la enga da poningha.. #muthumc VERA LEVEL MEMES Tamil Memes mt,not-misogyny,not-misogyny,not-misogyny
242,Muthu Kutti Just now That one girl in office Niruthungha da avala solli niruthungalae da hasini nu ninachutu loosu thanama enna ennamo panitu iruku #muthumc,not-misogyny,not-misogyny,not-misogyny
1005,Savu namala nerungiduchu na yethirka irukkurathu yema ah irunthalum bayapada kudathu Yenna uyirodu vitudu..!,not-misogyny,not-misogyny,not-misogyny
893,BEHIND WOODS air ஒரே ஒரு வீடியோ தான் அந்த தங்கத்த தூக்கிட்டு வாங்கடா FOR ADVERTISEMENT INQUIRIES +91 89254 21644 படையெடுக்கும் திரைப்பட வாய்ப்புகள் SIVAPPU KARRADI 1.0 என் மானம் போச்சு மரியாதை போச்சு,not-misogyny,not-misogyny,not-misogyny
1549,நீயும் உன் மாமியாரும் ஒரே வீட்டுல இருக்கீங்களே சமையல் யார் பண்ணுவா ? ஒரு நாள் என் கணவர் பண்ணுவாரு மறு நாள் என் மாமனார் பண்ணுவாரு... 😊😊,not-misogyny,not-misogyny,misogyny
1003,Meesai_tension_avuthu *Doctor Tablet pota sari aayurum Amma* Doctor uusi potrunga MEESAI TENSION AVUTHU THU 1990 Me*,not-misogyny,not-misogyny,not-misogyny
386,When someone says... Hey un handwriting azhaga irukke VERA LEVEL MEMES VERA LEVEL MEMES mt,not-misogyny,not-misogyny,not-misogyny
1764,3 வருடங்கள் ஆனாலும் கெட்டுப்போகாத இட்லி: புதிய முறையை கண்டுபிடித்து அசத்திய பேராசிரியை! NEWS 7 Fb/Thair vadai 2.0 இது என் பொண்டாட்டிக்கு தெரியாம பாத்துகனுமே,not-misogyny,misogyny,misogyny
1378,tamilhotfantasy2.0 Dei en purusan olu podurathuku munnadiye kanji oothidiran Please neeyachum en kaama pasiku Theeni podu 🙈 un istam pola En koo 🔥 ya kilida ahhhh... 😉,misogyny,misogyny,misogyny
1338,YOUR CHEMISTRY TEACHER IS FINALLY GIVING YOU SIGNALS FOR A PRIVATE CLASS FOR YOU AND YOUR BEST FRIEND AT HER HOME TONIGHT @tamil.troll SINCE HER HUSBAND IS OUT OF TOWN,misogyny,misogyny,misogyny
699,Life than downfall aagudhunu patha page um downfall aagudhu _vishal_sammy_ தமிழ் MEMES CREATOR memees.in,not-misogyny,not-misogyny,not-misogyny
667,Representational Image குறைவான நேரம் தூங்குபவர்களே.. உஷார்..! தினமும் 5 மணி நேரம் அல்லது அதற்கு குறைவான நேரம் தூங்குபவர்களுக்கு இதய நோய்கள் தாக்கும் அபாயம் அதிகம் இருப்பதாக அமெரிக்காவை சேர்ந்த ஆராய்ச்சியாளர்கள் அதிர்ச்சி தகவல்! குறிப்பாக சர்க்கரை நோய் இருப்பவர்களுக்கு இந்த ஆபத்து மேலும் 3 மடங்கு அதிகம் உள்ளதாக கூறப்படுகிறது VERA LEVEL MEMES VERA LEVEL MEMES _dharshan._ mt,not-misogyny,not-misogyny,not-misogyny
1252,திருவிழா கூட்டத்தில் தொலைந்த குழந்தையை கண்ட உடன் அம்மாக்களின் ரியாக்ஷன் Ibu memes 2k KIDS அம்மா 90S kids அம்மா சனியனே...எங்க போய் தொலைஞ்ச..?,misogyny,not-misogyny,not-misogyny
1274,பேரென்ன? Priya.. ஹைய்யோ ஹைய்யோ ஹைய்யோ பேரூம் priya பஸ் டிக்கெட்டும் free ya,misogyny,not-misogyny,not-misogyny
369,Muthu Kutti 4m Climax la en jet la pogura apo salute adikura scene vachanga nu kelunga sir VERA LEVEL MEMES #muthumc,not-misogyny,not-misogyny,not-misogyny
1707,"She RAMZEZ AHMED Nanga Mens day ku wish pannala Kuda Engaluku womens day ku wish panringa He Annikum innikum ennikum, Mens na ipdi dhan",not-misogyny,not-misogyny,misogyny
1411,"* When searching for pencil dropped there * She : dei, dowser ku veliya neelama thongudh enna da? Me : thottu paaru theriyu... 😉😊 *She Chii chii... adhu un jaaman nu sollavendiya dhane!! *Her Mindvoice - GILMATAMILMEMES - PhotoGrid Payyan class gavanichut irukan.. silent ah sappi pathrulam",misogyny,misogyny,misogyny
836,©DankPahadi007 Middle-class guy REEJA SHABEER 9 to 5 Office issues TSI 5 to 9 Family issues,not-misogyny,not-misogyny,not-misogyny
907,90'S KIDS WWE MEMORIES #râmêsh PAAYASAM SAPOUNGA FRIEND அண்டர்டேக்கருக்கு ஏழு உயிர் கெயின் மூஞ்சில ஆசிட் ஊத்திடாங்க.. இவங்க ரெண்டு பேரும் அண்ணன் தம்பிங்க.,not-misogyny,not-misogyny,not-misogyny
226,Kartik Yuvan 1d : unga whatsapp number kudunga.. - adhellam onnum venam.. messenger laiye pesuvom.. : Unga pechulaiye oru kadhal bayam theridhu.. உங்கள் சின்னம் பூவாளி உங்கள் வேட்பாளர் மருதமுத்து உங்கள் வேட்பாளர் மருதமுத்து,not-misogyny,not-misogyny,not-misogyny
582,Label webseries Directed by ArjunRaja Kamaraj Tanya Hope plays the lead. hotstar specials LABEL AN ARUNRAJA KAMARAJ SERIES DINESH KRISHNAN I BGM SAM CS ART RAJA ARUMUGAM EDITOR VINOTH RAJSHEKAR STUNTS YANACHANDRA HARINI PRODUCER AJ PRABHAKARAN ArunRaja na content tharama dha irukum 💯💥,not-misogyny,not-misogyny,not-misogyny
59,Malena movie link venum da 9:23 am (smiling face with sweat)x4 9:23 am Malena movie link venum da Maja than (laughing face) 9:33 am _vishal_sammy_ already download pannitan but 9:50 am Language issues Italian la iruku 9:50 am English la send pannu (smiling face with sweat)x6 9:50 am Vasama mukiyam (laughing face) 10:09 am Ennaku adha mukiyam 10:13 am Na bit scene vandha pakka matten kanna mudipen (face with hands over eyes)x2 10:13 am Na bit scene vandha pakka matten kanna mudipen (face with hands over eyes)x3 Nee nallavan than nallavan than 10:20 am,not-misogyny,not-misogyny,not-misogyny
1502,SMILEY அம்மா ஐஸ்கிரீம் வாங்கி தாங்க தோள உரிச்சிடுவ ஒழுங்கா வீட்டுக்கு வா,not-misogyny,not-misogyny,misogyny
438,Sylesh S Just now #Childhood When you lost your cricket bat that dad bought you last week மண்ணை போட்டு மூடிரு மாமே... Madhesh Uchiha,not-misogyny,not-misogyny,not-misogyny
1751,இங்கபாருடி... நம்ம கண்ணம்மா walking கிளம்பிட்டா நானே என் புருஷன் சந்தேகப்பட்டன்னு 8 நாளா நடந்துகிட்டு இருக்கன்... இவளுங்க வேற Kaatu Eruma Memes @kaatu_eruma_memes,not-misogyny,not-misogyny,not-misogyny
308,"VikAsh @vikas__h 2s Area kid~ Annae en anna anni divorce aagitu pirinju poga poranga 💔🥺 ~ un anna ku innum marriage aagave illaye da !? Ponga nae, na solradhu enga #vishnu anna #samyuktha anni matter 🥺🥺 Controlling the கெட்ட வார்த்தை",not-misogyny,not-misogyny,not-misogyny
198,My frnd - Macha avala nenachi kastama irukku da romba Me - unakellam aavanum da Him - Nalla frnd dhaan dhideernu vanmatha kaatitu poraan VERA LEVEL MEMES,not-misogyny,not-misogyny,not-misogyny
155,Na IT Degree Ila Ana IT Field Poganumnu Aasa Ada Neenga Endha Degree Nalum IT Job Pogalamnga Adhuku Bio La Iruka Free Interactive Session Attend Pannunga,not-misogyny,not-misogyny,misogyny
1410,Innocent wife! Naughty wife! Ennanga! Sonna kelunga! Face la ellam Vendanga! Please! Ennanga daily ippidi facial pannunga! Beauty parlour selavu micham!,misogyny,misogyny,misogyny
636,But ethavthu kathukanum lang 4:39 pm Yes yes kathuko 4:41 pm Mmm 4:41 pm Nee enna lang 4:41 pm Na tamil lang dhan 4:42 pm mt MUTHU MC VERA LEVEL MEMES TAMIL Go,not-misogyny,not-misogyny,not-misogyny
1412,Pakkathu v2 akka : Na guniyurapo ellarum en munnadi ninna neeyennda en pinnadi poi nikra? That kutti payan : decency maintain panren ka. *She Decency maintain panra moonja paru.. en sootha sight adikriya da dei 😳 - GILMATAMILMEMES PhotoGrid,misogyny,misogyny,misogyny
297,Neenga enna na Sunday kooda work panreenga Support project la sikkiten thambi mt VERA LEVEL MEMES @_dharshan._ mt,not-misogyny,not-misogyny,not-misogyny
1528,ஆன்லைன் புக்கிங் டெலிவரி,misogyny,not-misogyny,misogyny
1576,VIP POSTU Mano | PhotoGrid பாத்துக்கிட்டே இருக்கலா போல..,not-misogyny,not-misogyny,not-misogyny
311,Dharshan Just now Ennada 10th day celebration pannitu irukeenga ~Idhu summa sample uh dhan 100th day ku banner vekkalam nu irukom 🎉🥳 #csk #ipl2023 #dharshanmc,not-misogyny,not-misogyny,not-misogyny
410,*Opponent Vera_level_memes *King 👑 Naaa Kannadi Maari la,not-misogyny,not-misogyny,not-misogyny
475,#JUSTIN 150 குழந்தைகளை தத்தெடுக்கும் ராகவா லாரன்ஸ் ருத்ரன் ஆடியோ வெளியீட்டு விழாவில் 150 குழந்தைகளை தத்தெடுத்து அவர்களுக்கு கல்வியை வழங்க உள்ளேன்; இந்த புதிய முயற்சிக்கு உங்கள் அனைவரது ஆசியும் எனக்கு வேண்டும் - நடிகர் ராகவா லாரன்ஸ் ட்வீட் Cha... Yenna manishan ya 💯 TAMIL MEMES,not-misogyny,not-misogyny,not-misogyny
32,HIGHMARK MEDIA MGP MASS MEDIA M G P MASS MEDIA EXCITING ANNOUNCEMENT FROM MAKKAL SELVAN TOMORROW ZEE MUSIC CO. Kolutunga da..!,not-misogyny,not-misogyny,not-misogyny
772,Before Interval After Interval MOKKA POSTU LEO LEO @praba_de_villiers *Fans Mapla Confirm da confirm da!!!,not-misogyny,not-misogyny,not-misogyny
1235,"in Parents Meeting *girls Mom இந்த மிஸ் சொல்றத கேளுடி அப்பதான் ஸ்டேட் பர்ஸ்ட் வர முடியும் (Listen to what this miss says, only then you can come first in the state) *Boys Dad இந்த தருதலைய பள்ளிகூடத்தில இருந்து நிப்பாட்டிருங்க மேடம் (Please stop this worthless fellow from school, Madam)",misogyny,not-misogyny,not-misogyny
1511,மீம்ஸ்..தமிழ் இப்படி நான் அவள்மேல் தூங்கிருக்கப்பவே உயிர் பிரியணும்.. Park Gwang-Ho @kandaknd புருஷன் பார்த்தான்னா அப்படி தான் நடக்கும்,misogyny,not-misogyny,not-misogyny
1559,மலர்களை போல் தங்கை உறங்குகிறாள்!! that bro மலர்களை போல் எங்கம்மா தூங்குறாங்க !! ஒரு குண்டா நிறையா சோறு தின்னுட்டு எருமை மாடு மாதிரிலமா தூங்குறாங்க!!,not-misogyny,misogyny,misogyny
1686,Musicee_funzz my frnd * Inikku Women's Day Wish Sonniyaa... * me Every day is Women's Day daa Chaari ..atha Sollala,not-misogyny,not-misogyny,not-misogyny
1516,"ஆடி மாத ""தற்காப்பு கேடயம்"" 🤔🤧 யாருக்கும் பயமில்ல",not-misogyny,not-misogyny,not-misogyny
1429,அக்கினி சிறகே * Bikkini சிறகே MERSAL IBRAHIM MC,misogyny,not-misogyny,not-misogyny
380,My frnd - Macha avala nenachi kastama irukku da romba Me - unakellam aavanum da Him - Nalla frnd dhaan dhideernu vanmatha kaatitu poraan,not-misogyny,not-misogyny,not-misogyny
508,Yaathisai movie trailer is out now ! நீ ரணதீரனை கண்டதுண்டா? Have you ever seen Ranadheeran? Semmaperiya sambavam panna poranga 🔥,not-misogyny,not-misogyny,not-misogyny
796,When all your colleagues are going for a break You are working on a critical task Neenga ponga naa vare... #muthumc VOLGA VOLGA VIDEO Raghuvaran B. Tech Latest Telugu Movie | 2015 VOLGA VIDEO,not-misogyny,not-misogyny,not-misogyny
1148,"29-11-2019 காதல் செய்யும் பெண் - நரியை விட ஆயிரம் மடங்கு தந்திரசாலி கார்த்திகை 13 NOV FRI - வெள்ளி திதி 7.54 p.m. மூலம் 10.05 a.m. தியா 6.9, 34.9 அமிர்த ஸ்ரீவில்லிபுத்தூர் ஸ்ரீஆண்டாள் சங்கரன்கோவில் ஸ்ரீகோமதியம்மன் சங்கப்பாவை பூசண பல மேஷம் என்னமா feel பண்ணி எழுதிருக்குண்டா.. கொய்யா..",misogyny,misogyny,misogyny
113,Dei enna da shave panitu vara sonna apdiye vandhurukka He - When he is innocent ~ When she is innocent ~ VEERA LEVEL MEMES VEERA LEVEL MEMES (logo text within circle),not-misogyny,not-misogyny,not-misogyny
392,Maa shoulder laam romba valikkudhu konjam midhikiriya Mom - innum night full ah phone ah non..... VERA LEVEL MEMES mt Illa vendam.,not-misogyny,not-misogyny,not-misogyny
339,Muthu Kutti 3d • Me : Inthanga ma mama ungata pesanuma Amma : enna da phone ah speaker la pote avanga pesurathu onumae kekala ithaya 30k kuduthu vanguna Me : neenga phone ah cut panitingha ma speaker button mela iruku #muthumc VERA LEVEL MEMES YAYAN MEMES From Google Play,not-misogyny,not-misogyny,not-misogyny
364,Yaadhum Oore Yaavarum Kelir Trailer mt TAMIL MEMES Google Play Namma Ak62 Oda Director Irukaru Apo Padam Tharamadhan Irukum,not-misogyny,not-misogyny,not-misogyny
120,After watching Kushi Me to fake negative reviewers~ JAJU Avan kedakuran padam nalla iruku!,not-misogyny,not-misogyny,not-misogyny
109,Muthu Kutti Just now October 27 Harris concert vara thane macha Me : Naa Spotify lae ketukure ne kelambhu.. #muthumc,not-misogyny,not-misogyny,not-misogyny
1013,digital minds COMPUTING NEWS OpenAI's new tool can spot fake AI images with 99% accuracy,not-misogyny,not-misogyny,not-misogyny
1700,*Status Paithiyam Happy women's day ma status ku oru selfie VIKI MEMES *அம்மா 90's PARITHABANGAL Va da vaa,not-misogyny,not-misogyny,not-misogyny
1735,திருமணம் செய்து முக்தி அடைந்தார் திருமணம் செய்யாமலே முக்தி அடைந்தார் மீமாண்டி,not-misogyny,not-misogyny,not-misogyny
1229,"Pasa quotes & creations சுருக்கங்கள் விழ வேண்டுமானால் நெற்றியில் விழட்டும், இதயத்தில் விழ வேண்டாம். இதயம் என்றும் இளமையாக இருக்கட்டும்...!!",not-misogyny,not-misogyny,not-misogyny
65,Muthu Kutti 1m *Hearing Badass songs in the headset* Enna da sound rombha kamiya kekuthu headset olunga kekala nu kadupu aane Apro tha therinjuthu first 10 sec sound rombha kamiya tha irukum nu #muthumc TAMIL MEMES WERA LEVEL MEMES mt,not-misogyny,not-misogyny,not-misogyny
580,MUTHU MC @muthu_kutti *Me after seeing people going To office on Saturday* MUTHU MC MEMES LEZET f MUTHU MC,not-misogyny,not-misogyny,not-misogyny
263,Rahman Mc Just now Innaikaachom sikiram thunganum. . ~ my anxiety & depression Enna palakkam naa idhu,not-misogyny,not-misogyny,not-misogyny
407,"muthu mc @muthu_kutti Le me know all the shortcuts in Excel Junior girl : Kai vilayadudhu Excel la Me : Evlo yrs ah work panitu irukom #muthumc VERA LEVEL MEMES 5:06 PM · May 3, 2023 · 1 View",not-misogyny,not-misogyny,misogyny
1053,குடும்பத்தில் கணவன் தலை என்றால் மனைவி கழுத்து..தலை எங்கு திரும்ப வேண்டும் என்று கழுத்து மனசு வச்சா தான் முடியும்..,misogyny,misogyny,not-misogyny
524,Me - romba upset ah iruku daa My frd - sari vaa reels panalam sariya poidum mt VERA LEVEL MEMES TAMIL MEMES Google Play : டேய் அடிச்சன்னா மீசலாம் பிச்சுக்கும் உட்காரர்ரா...,not-misogyny,not-misogyny,not-misogyny
393,Naa kooda nee vitruva than pa ninachen @_vishal_sammy_ Theekshana mt,not-misogyny,not-misogyny,not-misogyny
551,Ruturaj maari oru player lam ella team kum kadaikadhu rare piece chetiyar _vishal_sammy_ TAMIL MEMES GET IT ON Google Play,not-misogyny,not-misogyny,not-misogyny
496,Dei pangali 💙 edhuko nee manasa thethiko _vishal_sammy_ TAMIL MEMES GET IT ON Google Play mt,not-misogyny,not-misogyny,not-misogyny
779,Sridhar Kuruvilla Just now Adutha Production la Avareh nadikka poraru pola 🔥🔥 Stylish Mahi ❤️ Vintage Look of Thala Dhoni,not-misogyny,not-misogyny,not-misogyny
1733,இருப்பதெகொண்டு மகிழ்வுடன் வாழ கற்றுக்கொள்ள வேண்டும்.... wall2news,not-misogyny,not-misogyny,not-misogyny
1706,fbcrushmemes இந்த உலகத்துல தாய் விட பெரிய சக்தி எதுவுமே இல்லை cmcrushmemes உலக மகளிர் தின நல்வாழ்த்துக்கள்,not-misogyny,not-misogyny,not-misogyny
87,Dharshan Just now My mom : Unuku ennada korachal uh... Unna yaaruku dhan pudikama irukum solu My fav one : Enaku pudikadhae #dharshanmc,not-misogyny,not-misogyny,not-misogyny
1479,நக்கீரன் பாலத்தில் ஒதுங்கிய காதல் ஜோடி.. பாய்ந்து வந்த பாய் பசங்கள்! வசமாக சிக்கிய இளம்பெண்.. இந்த மாதிரி நாயெல்லாம் இப்போ நாட்டுல 70% பேர் இப்படி தான் இருக்காளுங்க இவளுங்க சொல்வி தப்பு பேத்து ஊர் மேய விட்டுருக்கான் பாரு அவ அம்மா-அப்பா அதுளுங்கள சொல்லனும்! - போக்கிரி தினா,misogyny,not-misogyny,misogyny
1015,"She : அம்மு, இன்னைக்கு என்ன நாள் டா 😩 He : காந்தி ஜெயந்தி டி. She: டேய் 😡😡😡🤬 He: ஏன் டி... என்ன ஆச்சு 😩 She: ஒரு பேச்சுக்கு கூட உன் வாயில இருந்து இன்னொன்னொரு பொண்ணு பேரு வர கூடாது டா 😥😥 அவ ஒ**த் ஒலே போதும் அதுக்கு ஈடே இல்லை ஏதும் vevo",misogyny,not-misogyny,misogyny
412,~nyt la thukkamae vara matainguthu da MEME LEVEL MEMES f MUTHU MC ✓,not-misogyny,not-misogyny,not-misogyny
1200,Others Alarm My Alarm எந்திரிக்கிறியா இல்ல வெலக்கமாற எடுக்கட்டுமா,misogyny,misogyny,not-misogyny
684,"Dharshan Just now ... Evlo kastam vandhalum....Sar ku, g@nja, cigrate adikama irukan paaru avan dhan da Elandhaari paya",not-misogyny,not-misogyny,not-misogyny
659,"Thalaikootthal- A Son's fight to save his comatose father is the essence of this film! 🥺❤️ thalaikootthal Thalaikootthal 2023 | A | 2h 20m | Tamil-Language Movies A traditional euthanasia ritual sets the backdrop for this generational family drama set in a rural village starring Samuthirakani and Kathir. Forget morals. Let's do Thalaikootthal (Senicide) The picturisation, the background score are its high point .. available now on Netflix! ❤️🌿 Must watch!",not-misogyny,not-misogyny,not-misogyny
1588,"ஒரு காலத்தில் my life my rules என்று சொல்லிட்டு திரிஞ்ச பொண்ணு *FB little Princess இப்போ மாமியார் வீட்டில் சட்டி, பானை கழுவுது",not-misogyny,misogyny,misogyny
1573,Abu 5d Unaku side mirror um paaka theriyala Road Lane um maara theriyala... break pudika theriyama road la kaala thechutu poi niruthara Unaku lam edhuku bike uh enna dhairiyathula nee city ulla lam otraiyo *Random Akkas with their scooty,not-misogyny,not-misogyny,not-misogyny
1575,VADIVELU EVERGREEN 10 Maniku munna ivaru Vadivelu Evergreen VADIVELU EVERGREEN 10 Maniku mela ivaru Vadivelu Evergreen,not-misogyny,not-misogyny,not-misogyny
749,Sridhar Kuruvilla Just now • MOKKA POSTU *When you're travelling in Bus without enought cash for the Ticket ~ sir...na ₹100 Gpay pandra.. yarachu cash ah Tharinglaaaa !?! @SridharKuruvilla,not-misogyny,not-misogyny,not-misogyny
1513,அன்பே.. தயிறு நீதான் என் உயிரு... அன்பே.. உப்பு நீ ஏன் கூட பேசாட்டா தப்பு... அன்பே..சீனி நீதான் என் இதய ராணி... அன்பே.... ஆப்பம் நாம அப்புறமா பாப்போம்...,not-misogyny,not-misogyny,not-misogyny
35,MUTHU MC @muthu_kutti *When u find ur frnd put silent bomb* Ur frnd : f@MUTHU MC,not-misogyny,not-misogyny,not-misogyny
1221,மீமாண்டி அப்போ இப்போ,misogyny,misogyny,not-misogyny
947,"மனுஷியா டி நீயெல்லாம் 😂கதவத் திறந்ததும் ஓடி வந்து அப்ப பாப்ப. 😥என்ன வாங்கிட்டு வந்து வச்சிட்டு கட்டிப்புடிச்சி உருளுறதும்,போராளுறதும்,உனக்கு கோவம் வந்தா என்ன போட்டு அடிக்கிறதும்.☹️Teddy * Lovers பேசாம நா கடையிலே இருந்திருப்பேன்.😥",not-misogyny,not-misogyny,not-misogyny
1255,AMM ACTRESS MEMES MANIA,,,
602,Muthu Kutti Just now Manager/ TL : Raise panna bug la fix panniyachu raise panna bug vera ethuvum illaya nu kekuranga ya dev dood uh #muthumc,not-misogyny,not-misogyny,not-misogyny
1713,mom dad enga porendu solitu poda waaya kelapama poda sister lover thindutu poda naasama poda best friend Keselwatta Pullaingo enayaum kootitu poda mairu,not-misogyny,not-misogyny,not-misogyny
927,~ Mudi romba kottudhu macha .. ~ Motta adichitu kannadi pota #vindiesel mari irupa macha ne.. Navin_vjs TAMIL MEMES,not-misogyny,not-misogyny,not-misogyny
1374,போட்டதுக்கு இப்படி அவர் முன்னாடியே அவுத்துட்டு நிக்குற அதுவும் கடப்பாறை மாதிரி நிக்குது TROLL KUDUMBAM அவருக்கு இதுல பாதி கூட இல்ல சரி இனி பத்தினி வேஷம் இல்ல வா அவர் முன்னாடி என்னை தூக்கி வச்சி செய் இப்ப நான் உனக்கு,misogyny,misogyny,misogyny
1483,Baby un face la edhum adi padala la Yen?? Illa Nila la edho rover erangi iruku nu sonnanga,not-misogyny,misogyny,misogyny
1586,"கடைசில ... ""working from home"" ல பொண்டாட்டி இம்சை தாங்கமுடியாத 😟😟😟😟😟 ஏதோ ஒரு குடும்பஸ்தன் தான் கொரோனாக்கு மருந்து கண்டுப்பிடிக்க போறான் 😂😂😂😂😂😂😂",not-misogyny,not-misogyny,not-misogyny
1273,Ithulam oru weekend ah da UPMC MEMES TAMIL MEMES Google Play mt Vanthatu terile..Ponethu terile Shaz MEMES Monday vanthu usure edukuthu,not-misogyny,not-misogyny,not-misogyny
697,Enna da chinna pula thanama naathan Batman nu adichikuringa _vishal_sammy_ I am Ironman,not-misogyny,not-misogyny,not-misogyny
282,Life ah nenachi polamburaane thavara productive ah edhum panna maatraane mt VERA LEVEL MEMES,not-misogyny,not-misogyny,not-misogyny
41,Edhum vazhkaila easy illa ellathikum kasta padanum _vishal_sammy_,not-misogyny,not-misogyny,not-misogyny
1208,எங்கிருந்தாலும் வாழ்க மீமாண்டி,misogyny,not-misogyny,not-misogyny
237,Dharshan Just now Frnd : Macha enaku saraku venam da nan venum na wine shop vandhu ungaluku company kudukuren At wine shop ~ Oru beer mattum enaku sollu da podhum #dharshanmc,not-misogyny,not-misogyny,not-misogyny
1293,deiiii haha summa vilatuku thana soldra enna mari pondati venum nu Anni,misogyny,misogyny,misogyny
1082,ShareChat @IVN உன் முகம் - ஞாயிறு உன் கண்கள் - திங்கள் உன் உதடு - செவ்வாய் உன் கன்னம் - புதன் உன் மூக்கு - வியாழன் உன் பற்கள் - வெள்ளி மொத்தத்தில் நீ ஒரு - சனி..😂,misogyny,misogyny,not-misogyny
566,When you tried to make her possessive... ended up she blocked you VERA LEVEL MEMES VERA LEVEL MEMES mt TAMIL MEMES Google Play,not-misogyny,not-misogyny,not-misogyny
994,அப்போதெல்லாம் தலையை சொரிஞ்சா தூசி மட்டும்தான் விழும்.. ஆனா இப்போ முடியும் சேர்த்து விழுதே 😭😭😭,not-misogyny,not-misogyny,not-misogyny
543,Naanum Chinna vayasula irundhu pakrean ipo varaikum apdiyae alaga maintain panranga 🥰💯,not-misogyny,not-misogyny,not-misogyny
491,Muthu Kutti 1m Evalo dress vena office ku potu po aana atha anaikae thovachuru Apro thovachukalam nu ninakatha Patturuken sollure #muthumc REDMI NOTE 5 PRO MI DUAL CAMERA f MUTHU MC,not-misogyny,not-misogyny,not-misogyny
1172,என்னதான் நாம பெரிய cooking expert ஆ இருந்தாலும் daddy's little prince நான் சமைச்சதை சாப்பிட எனக்கே கொஞ்ச பயமா தான் இருக்கும்,misogyny,not-misogyny,not-misogyny
1503,SMILEY டாக்க்டர் வலிக்காம ஊசி போடுங்க ஊசி வேணாம் 🥺 தம்பி கும்டிய காட்டு,not-misogyny,not-misogyny,not-misogyny
1640,ஷாப்பிங் போது மனைவிக்கு தெரிவது oneindia Tamil நமக்கு தெரிவது,not-misogyny,not-misogyny,not-misogyny
1032,"பரவாயில்லை சொல்லு நான் கோபப்படமாட்டேன் என்பாள், மிகவும் ஆபத்தான பகுதி கவனம் தேவை 😂🚶",misogyny,not-misogyny,misogyny
1078,TROLL POSTU moonji mela ukaaru di moonji mela,misogyny,misogyny,misogyny
1470,Mia Khalifa தம்மாத்தூண்டு துணி தாண்டா அவ்ளோ பெரிய பலுனே தாங்குது,misogyny,misogyny,misogyny
499,Sylesh S Just now Me to me: Eludhu naaye... Ini yartaiyu pooi pesa maten... Expectation vechuka maten nu eludhu.... mt mt,not-misogyny,not-misogyny,not-misogyny
1531,"Men club ku pona athu enjoyment, stress relief Women club ku pona athu Culture Degradation Karutthu Kannamma Ithu ena pithalatama irku!",not-misogyny,misogyny,not-misogyny
1107,உங்க பொண்ணுக்கு 30 லட்ச ரூபாய் செலவு பண்ணி கல்யாணம் பண்ணீங்களே..! பொண்ணு எப்படி இருக்கா? அவ நல்லாத்தான் இருக்கா... !!! மாப்பிள்ளைதான் '50 லட்ச ரூபாய் தர்றேன் மாமா என்னைக் காப்பாத்துங்கனு' கெஞ்சறான். !! 🤪,misogyny,misogyny,not-misogyny
1452,+2 பொதுத்தேர்வில் 600/600 எடுத்த மாணவி நந்தினிக்கு வைர நெக்லஸ் பரிசளித்தார் நடிகர் விஜய் குதி அள தள LAKSHMANAN MEMES மாணவர்கள் mt அப்பாடா... மைக் கொடுத்து பேச சொல்லல...,misogyny,not-misogyny,not-misogyny
1477,உலகின் அழகான பெண்களெல்லாம்... நமக்கு கல்யாணம் ஆனபிறகே கண்ணில் படுகிறார்கள்...,not-misogyny,not-misogyny,misogyny
1308,thaniya pesa koopta vara friend oda wife kedaikarthu ellam kadavul kudutha varam,misogyny,misogyny,misogyny
318,Adipurush ( Final trailer ) tamil is out now ! Movie releasing on June 16th worldwide Kattayam padatha theatre la pathudanum pa 🔥,not-misogyny,not-misogyny,not-misogyny
746,Lokesh kanagaraj interviews... Aana police Station la accused ah kooda ivlo kelvi kekka maataingada...indha manushana pudichi interview nu ukaaravachu ivlo investigation panringaleda,not-misogyny,not-misogyny,not-misogyny
735,TAMILCRICKETMEMES CUMMINS 30 WADE 13 AUSTRALIA BEAT PAKISTAN AND WENT TO FINALS *AUSSIES KIWIS* ENA MAMA SOWKIYAMA,not-misogyny,not-misogyny,not-misogyny
1075,உங்கள் மனைவியிடம் தண்ணீர் குடத்துடன் விழுந்துட்டேனு ஒரு பொய் சொல்லி பாருங்க..!! உடனே உங்க மனைவி ஓடி போயி குடம் ஒடஞ்சிருச்சானு தான் பார்ப்பாங்க அல்லது கேட்பாங்க,misogyny,misogyny,misogyny
